Category,SubCategory,Series,Item No,Description,Pack,Carton Qty,2025 List Price,Disc Code,Nett,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2830.B,28301472P,Airterm flanged deaerator DN125 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2830.B,28301572P,Airterm flanged deaerator DN150 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290400,"Dirterm Mechanical Dirt Separator G1/2"" (15mm)",1,6,$347.00,C1,$104.10,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290500,"Dirterm Mechanical Dirt Separator G3/4"" (20mm)",1,6,$362.00,C1,$108.60,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290600,"Dirterm Mechanical Dirt Separator G1"" (25mm)",1,6,$370.00,C1,$111.00,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290700,"Dirterm Mechanical Dirt Separator G1 1/4"" (32mm)",1,6,$473.00,C1,$141.90,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290800,"Dirterm Mechanical Dirt Separator G1 1/2"" (40mm)",1,6,$621.00,C1,$186.30,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.A,28290900,"Dirterm Mechanical Dirt Separator G2"" (50mm)",1,6,$633.00,C1,$189.90,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28290972P,Dirterm flanged deaerator DN50 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28291072P,Dirterm flanged deaerator DN65 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28291172P,Dirterm flanged deaerator DN80 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28291372P,Dirterm flanged deaerator DN100 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28291472P,Dirterm flanged deaerator DN125 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2829.B,28291572P,Dirterm flanged deaerator DN150 10 BAR,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.A,28310400,"Airterm Dirt Self-cleaning Air & Dirt separator 1/2"" (15mm)",1,1,$505.00,C1,$151.50,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.A,28310500,"Airterm Dirt Self-cleaning Air & Dirt separator 3/4"" (20mm)",1,1,$515.00,C1,$154.50,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.A,28310600,"Airterm Dirt Self-cleaning Air & Dirt separator 1"" (25mm)",1,1,$525.00,C1,$157.50,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.A,28310700,"Airterm Dirt Self-cleaning Air & Dirt separator 1""1/4 (32mm)",1,1,$662.00,C1,$198.60,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28310972P,Airterm Dirt Self-cleaning Air & Dirt separator DN50,1,1,"$2,699.00",C1,$809.70,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311072P,Airterm Dirt Self-cleaning Air & Dirt separator DN65,1,1,"$3,060.00",C1,$918.00,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311172P,Airterm Dirt Self-cleaning Air & Dirt separator DN80,1,1,"$3,720.00",C1,"$1,116.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311372P,Airterm Dirt Self-cleaning Air & Dirt separator DN100,1,1,"$4,280.00",C1,"$1,284.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311472P,Airterm Dirt Self-cleaning Air & Dirt separator DN125,1,1,"$6,220.00",C1,"$1,866.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311572P,Airterm Dirt Self-cleaning Air & Dirt separator DN150,1,1,"$7,650.00",C1,"$2,295.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311672P,Airterm Dirt Self-cleaning Air & Dirt separator DN200,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311772P,Airterm Dirt Self-cleaning Air & Dirt separator DN250,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,2831.B,28311872P,Airterm Dirt Self-cleaning Air & Dirt separator DN300,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.A,6170612,"1"" (25mm) Threaded hydraulic separator",1,1,"$1,579.00",C1,$473.70,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.A,6170712,"1-1/4"" (32mm) Threaded hydraulic separator",1,1,"$1,820.00",C1,$546.00,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.A,6170812,"1-1/2"" (40mm) Threaded hydraulic separator",1,1,"$2,350.00",C1,$705.00,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.A,6170912,"2"" (50mm) Threaded hydraulic separator",1,1,"$3,535.00",C1,"$1,060.50",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6170972,Flanged Hydraulic Separator DN50,1,1,"$5,190.00",C1,"$1,557.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6171072,Flanged Hydraulic Separator DN65,1,1,"$5,485.00",C1,"$1,645.50",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6171172,Flanged Hydraulic Separator DN80,1,1,"$8,010.00",C1,"$2,403.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6171372,Flanged Hydraulic Separator DN100,1,1,"$8,780.00",C1,"$2,634.00",
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6171472,Flanged Hydraulic Separator DN125,1,1,POA,C1,0,
Climate Comfort & Heating,Airt & Dirt Separators & Hydraulic Separators,617.B,6171572,Flanged Hydraulic Separator DN150,1,1,POA,C1,0,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3715.A,37150510,"MG2 Compact Magnetic Filter G3/4"" (20mm)",1,6,$540.00,C1,$162.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3070.A,30700500,"MG1 Compact Magnetic Filter G3/4"" (20mm)",1,6,$384.00,C1,$115.20,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3699,36990600,"MP1 Heat pump magnetic filter FF 1"" (25mm)",1,4,$905.00,C1,$271.50,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3699,36990700,"MP1 Heat pump magnetic filter FF 1-1/4"" (32mm)",1,4,POA,C1,0,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3833,38330600,"MP2 Heat pump magnetic filter FF 1"" (25mm)",1,4,$783.00,"C1
",$234.90,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2405,24050500,"Safecleaner2 Magnetic Filter 3/4"" (20mm)",1,6,$529.00,C1,$158.70,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2405,24050600,"Safecleaner2 Magnetic Filter 1"" (25mm)",1,4,$578.00,C1,$173.40,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2344,23440550,"Safecleaner2 Magnetic Filter 3/4"" (20mm) with FF Ball Valves",1,6,$690.00,C1,$207.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2344,23440650,"Safecleaner2 Magnetic Filter 1"" (25mm) with FF Ball Valves",1,4,$860.00,C1,$258.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2344,23440750,"Safecleaner2 Magnetic Filter 1-1/4"" (32mm) with FF Ball Valves",1,4,$910.00,C1,$273.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2319,23190550,"Safecleaner 2, polymer diverter, FF ball valves G3/4"" (20mm)",1,6,$550.00,C1,$165.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2319,23190650,"Safecleaner 2, polymer diverter, FF ball valves G1"" (25mm)",1,4,$710.00,C1,$213.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2319,23190750,"Safecleaner 2, polymer diverter, FF ball valves G1”1/4 (32mm)",1,4,$755.00,C1,$226.50,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3548,35480500,"Mag-nus2 Magnetic Dirt Separator G3/4"" (20mm)",1,4,$763.00,C1,$228.90,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",2863,28630500,"Airterm Mag Air & Dirt Separator G3/4"" (20mm)",1,6,$920.00,C1,$276.00,
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020400,"MG Magnetic Self-Cleaning Dirt Separator G1/2"" (15mm)",1,1,"$4,559.00",C1,"$1,367.70",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020500,"MG Magnetic Self-Cleaning Dirt Separator G3/4"" (20mm)",1,1,"$4,582.00",C1,"$1,374.60",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020600,"MG Magnetic Self-Cleaning Dirt Separator G1"" (25mm)",1,1,"$4,979.00",C1,"$1,493.70",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020700,"MG Magnetic Self-Cleaning Dirt Separator G1 1/4"" (32mm)",1,1,"$5,035.00",C1,"$1,510.50",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020800,"MG Magnetic Self-Cleaning Dirt Separator G1 1/2"" (40mm)",1,1,"$5,772.00",C1,"$1,731.60",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3602,36020900,"MG Magnetic Self-Cleaning Dirt Separator G2"" (50mm)",1,1,"$5,833.00",C1,"$1,749.90",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35410910,MG Plus Magnetic Self-Cleaning Dirt Separator DN50,1,1,"$13,902.00",C1,"$4,170.60",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35411010,MG Plus Magnetic Self-Cleaning Dirt Separator DN65,1,1,"$15,475.00",C1,"$4,642.50",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35411110,MG Plus Magnetic Self-Cleaning Dirt Separator DN80,1,1,"$16,692.00",C1,"$5,007.60",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35411310,MG Plus Magnetic Self-Cleaning Dirt Separator DN100,1,1,"$18,398.00",C1,"$5,519.40",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35411410,MG Plus Magnetic Self-Cleaning Dirt Separator DN125,1,1,"$25,259.00",C1,"$7,577.70",
Climate Comfort & Heating,"Magnetic Filtration (Boiler, Heat Pump & Commercial)",3541,35411510,MG Plus Magnetic Self-Cleaning Dirt Separator DN150,1,1,"$28,200.00",C1,"$8,460.00",
Climate Comfort & Heating,Acid Condensation Neutraliser,3286,32860500,NT1 Acid Condensation Neutralising Filter,1,6,$277.00,C1,$83.10,
Climate Comfort & Heating,Acid Condensation Neutraliser,3287,32870516,"Pair of Straight hose connection fittings 3/4"" DN16",6,60,$57.00,C1,$17.10,
Climate Comfort & Heating,Acid Condensation Neutraliser,3287,32870520,"Pair of Straight hose connection fittings 3/4"" DN20",6,60,$59.00,C1,$17.70,
Climate Comfort & Heating,Acid Condensation Neutraliser,3288,32880516,"Pair of Elbow hose connection fittings 3/4"" DN16",6,60,$74.00,C1,$22.20,
Climate Comfort & Heating,Acid Condensation Neutraliser,3288,32880520,"Pair of Elbow hose connection fittings 3/4"" DN20",6,60,$76.00,C1,$22.80,
Climate Comfort & Heating,Acid Condensation Neutraliser,3289,32890000,Insulation shell for NT1,1,5,$190.00,C1,$57.00,
Climate Comfort & Heating,Acid Condensation Neutraliser,3290,32900000,Neutralising load of calcium carbonate (CaC03),10,40,$125.00,C1,$37.50,
Climate Comfort & Heating,Radiator Valves & Accessories,3937,39370000,TL1 by Piero Lissoni thermostatic radiator head,10,100,$69.00,C1,$20.70,
Climate Comfort & Heating,Radiator Valves & Accessories,4196,41960000,Pair of temperature limiting inserts for TL1,1,10,$8.00,C1,$2.40,
Climate Comfort & Heating,Radiator Valves & Accessories,590.A,5900000,TL10 Thermostatic head with liquid expansion sensor,10,100,$50.00,C1,$15.00,
Climate Comfort & Heating,Radiator Valves & Accessories,590.A,7200030,TL30 Thermostatic head with liquid expansion sensor,10,100,$66.00,C1,$19.80,
Climate Comfort & Heating,Radiator Valves & Accessories,590.A,26330000,TL70 Thermostatic head with liquid expansion sensor,10,100,$63.00,C1,$18.90,
Climate Comfort & Heating,Radiator Valves & Accessories,590.A,30870000,TL10W Thermostatic head with liquid expansion sensor,1,50,$101.00,C1,$30.30,
Climate Comfort & Heating,Radiator Valves & Accessories,590.A,5900010,TL20 Thermostatic head with distance sensor,,,$220.00,C1,$66.00,
Climate Comfort & Heating,Radiator Valves & Accessories,48,480400,"G1/2"" Angle radiator valve with thermostatic option for copper or poly pipe",10,100,$57.00,C1,$17.10,
Climate Comfort & Heating,Radiator Valves & Accessories,49,490400,"G1/2"" Straight radiator valve with thermostatic option for copper or poly pipe",10,100,$70.00,C1,$21.00,
Climate Comfort & Heating,Radiator Valves & Accessories,29,290400,"G1/2"" Angle lockshield radiator valve copper or poly pipe",10,100,$55.00,C1,$16.50,
Climate Comfort & Heating,Radiator Valves & Accessories,30,300400,"G1/2"" Straight lockshield radiator valve copper or poly pipe",10,100,$65.00,C1,$19.50,
Climate Comfort & Heating,Radiator Valves & Accessories,71,711600,Compression fitting for polyethyle pipe to suit 16x2,10,100,$16.50,C1,$4.95,
